864.4298,214.4514,4.4376,8.0347,27.2383
609.3353,188.8845,4.0079,107.5087,13.9498
764.3541,118.8686,7.5309,26.1018,103.3418
776.935,222.8066,29.1722,196.423,218.9385
906.1066,214.9833,5.2543,17.9732,16.9889
622.7937,126.338,109.5174,2.1481,30.3331
541.3887,210.0937,66.8431,138.5959,129.9071
905.5865,211.8286,28.119,39.2466,72.0616
897.2062,226.6204,14.0067,10.4771,5.7329
873.2617,218.0883,1.0862,3.1666,0.23
877.6563,220.0939,80.2892,47.6565,453.411
787.3541,216.651,18.972,25.6676,26.3626
832.8706,166.9502,51.6385,16.7726,60.2995
796.5139,179.6633,31.415,93.5594,83.5008
871.0143,167.9319,70.4343,139.628,184.5112
837.1679,209.5397,12.3003,14.9618,560.2618
884.2809,226.0429,1.842,5.4929,24.4817
481.3227,226.0022,14.1573,38.0899,155.7555
719.6902,190.48,74.012,83.8421,88.6429
885.4684,225.7708,5.4419,6.1004,8.434
905.4171,213.0122,6.8312,4.4609,8.3243
504.4571,43.671,37.3629,131.7678,131.3345
779.1675,214.3304,1.9552,33.3847,35.6691
299.015,181.5801,26.7029,350.8495,79.7931
900.5133,219.3906,6.2427,101.4929,32.001
910.3513,227.5871,0.0771,0.9373,0.4259
735.4595,196.0209,20.0214,178.049,138.2734
892.5396,224.0982,0.1601,25.8009,18.9728
703.5131,120.488,43.3677,175.6158,336.2185
700.469,167.2892,32.7111,445.1103,261.5246
706.3233,142.7615,27.9981,34.5163,104.2203
807.303,221.8801,1.7073,92.5491,22.4939
845.9755,223.5506,8.7858,40.8777,9.1817
909.9564,152.5761,41.7366,104.3487,318.155
764.0086,206.3733,4.6975,20.7405,34.0612
848.1678,152.438,21.855,262.6524,208.3345
742.6987,200.795,59.9355,378.5279,267.6452
900.2311,227.7398,2.952,6.8162,18.7033
867.5769,226.1605,3.738,22.9027,6.6119
590.604,179.2692,77.3241,102.0338,6.0727
497.91,181.3365,37.9458,57.7339,121.8198
696.5085,173.4287,14.4292,444.4081,84.3404
692.7654,180.8887,56.7595,32.1422,130.3159
715.2754,201.7134,5.9567,61.4228,48.2457
669.9751,139.3274,46.239,138.4685,46.7527
687.352,188.3879,33.1768,461.0879,25.2719
898.7747,225.7653,3.2142,59.3308,7.4982
871.1309,217.4185,4.5886,84.0474,9.5028
885.9385,217.7948,2.4403,18.7798,21.7096
807.9372,138.3342,27.6353,149.7886,27.1132
846.0574,139.0489,27.1704,25.7314,443.9111
709.9844,220.1194,28.9531,158.9055,24.8857
715.708,216.4237,62.9378,53.7523,391.4316
804.8801,222.1383,35.4386,137.1873,115.2648
704.5094,227.027,38.6348,582.9413,179.029
772.7505,196.7042,53.7246,266.738,66.4074
732.2548,192.9414,7.294,154.2602,149.1724
514.5034,178.3739,26.6134,10.1656,271.4407
902.7315,200.379,4.518,116.1631,45.3131
900.1419,215.2529,3.9401,201.9022,69.649
639.5375,131.0038,50.4106,45.4605,56.7146
364.7233,171.0815,12.5589,230.8697,332.9236
831.0859,122.6061,63.9361,417.9848,163.4541
629.9236,103.9983,37.0569,179.1092,0.2959
865.4942,215.0041,2.356,13.3751,56.5195
904.7129,215.4789,2.8946,42.4869,14.948
747.7593,128.3768,16.9192,378.8913,52.8998
839.2375,193.5056,12.0123,81.6269,489.5895
910.7552,227.5227,0.1271,0.833,0.1565
768.4446,98.7893,23.9025,94.3956,171.4306
883.3687,193.1906,9.7738,153.5122,51.537
784.8152,214.4104,4.8017,17.0954,4.1537
834.6311,173.0452,5.7408,138.9724,179.9894
697.5081,164.1036,26.5317,339.044,43.9612
747.8584,184.4854,20.8072,92.8477,47.6785
704.9149,112.3898,18.8982,489.4028,153.6173
746.2899,168.9404,42.5273,38.3501,228.8222
780.1682,224.4229,21.1075,211.3595,85.2466
836.2493,201.7526,37.6563,51.3795,157.0557
780.1357,193.4261,46.6337,519.8629,82.6391
685.8305,152.4445,24.9933,28.8971,161.8562
875.1179,221.468,2.266,18.8179,2.1337
903.0898,218.9669,6.2683,10.2484,6.9569
764.2647,170.429,30.3423,364.2434,24.6099
684.6496,216.0129,92.2442,96.617,238.0703
489.9298,107.4125,42.8136,326.6245,115.4138
344.769,133.0769,28.5211,175.4613,31.267
807.2315,201.4055,5.8906,229.0324,48.0754
503.2647,165.9732,35.2515,297.8232,3.758
822.2719,153.2095,37.7679,72.2394,30.024
673.5867,149.4983,20.3744,385.6624,81.3144
679.8513,153.9944,0.505,57.6849,143.4593
876.5388,196.5042,15.9531,49.8987,76.2475
870.923,222.3377,8.5986,110.0778,30.5279
876.0486,187.4642,11.5295,191.4997,25.084
870.2607,221.8061,0.0478,47.5494,8.8817
646.6358,185.3892,78.2461,399.0285,82.9355
529.9644,132.4522,21.811,421.1923,277.501
488.7544,226.6794,16.0807,169.8822,344.0606
640.7614,203.4222,20.6742,546.3951,200.5697
878.6535,146.2928,56.1358,71.9742,206.5901
896.2847,220.0245,17.3842,94.1402,56.048
640.0845,200.4878,45.4839,15.6568,509.7362
712.356,222.1207,2.5989,190.334,78.491
571.9689,149.9313,38.5156,153.6083,30.4995
685.2876,136.9968,29.7661,48.2622,94.9978
869.3267,212.6795,11.7296,46.2369,40.185
790.9686,142.7649,24.2156,320.1236,57.0831
843.0436,196.1159,12.0754,43.9698,44.4348
817.0774,178.4857,7.6578,31.3951,62.1159
306.4523,189.204,26.4371,48.3924,84.1192
772.613,193.2221,35.1284,104.5554,227.8605
852.2372,211.2889,2.8923,12.6848,51.2921
749.9495,79.5368,25.7181,287.7404,116.8276
741.5166,226.4271,17.612,134.7244,3.0383
819.9508,171.3457,20.823,458.9894,15.3186
664.2434,206.9485,19.272,267.6999,147.3665
892.5245,208.8029,28.7096,165.7689,194.7546
698.4652,179.8841,31.9124,69.2666,275.6992
778.0542,206.0565,1.5468,239.241,277.8529
799.7345,201.5497,8.6444,275.5351,170.5387
586.4016,216.5503,23.9313,283.0118,34.8559
758.1888,216.5327,30.904,124.7851,113.6255
906.6629,227.1837,0.5288,12.3652,7.2733
905.7774,222.2445,8.8274,7.4745,4.0378
815.8649,137.4857,46.6123,279.1155,227.5293
831.8728,183.6906,4.858,236.3867,92.3879
876.0788,227.5904,1.2786,19.5938,134.8541
890.3252,203.7116,4.4949,48.0111,33.1405
199.6477,155.6637,18.177,4.6103,231.7635
756.8315,199.8979,33.3586,453.6459,329.7459
901.9337,210.4785,1.3963,102.908,0.8666
842.7357,219.613,7.0458,33.6057,172.9053
709.8886,201.9748,13.5053,87.5902,159.6268
669.9746,163.9123,76.768,290.1278,30.576
903.2577,156.9088,27.1874,198.0739,151.142
716.6207,192.9387,54.1836,205.4244,99.5439
854.4297,199.9195,18.7454,23.265,110.1742
845.7743,185.1917,54.1997,487.5771,232.7468
591.0559,164.1439,22.7171,68.8748,23.9052
814.2294,221.0188,0.7036,118.3782,16.4487
695.0154,226.05,53.5077,241.2728,175.7586
614.9664,210.5502,16.7977,92.0204,147.6932
851.3928,202.3417,26.0341,143.4621,31.0692
881.6044,178.3232,28.88,52.1873,65.7568
880.3707,203.6966,23.7705,245.6033,372.8684
843.3971,161.95,12.0225,129.3263,12.4284
